PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
72,2025-06-11,18:52:12,3,3,"Bates, Zach",,Undefined,BRE_WHI1,"Killelea, Jack",1000092026,Right,MAR_VIN,Undefined,3,Bottom,0,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.89284,-1.795171,1.889504,1993.900985,135.968871,10:30,5.80706,-2.60343,6.14748,-14.45737,18.95588,-17.10088,2.94201,-2.28187,82.37766,-4.615061,-1.193529,0.416036,,,,,,,,,,,,9.37063,10.71351,2.46762,50,5.6627,-3.63881,-133.17782,-4.53676,16.49239,33.94451,-13.31819,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,b6364d30-4716-11f0-9b77-4d3a2eb8c965,90.599,,,9.51519,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:52:12,2025-06-11T18:52:11.5050000-04:00,2025-06-11T22:52:11.5050000Z,,v3,,6096,,"Dimartini, Michael",,Undefined,BRE_WHI1,e4cf37b1-53d9-4e51-8022-81c00fa46688,54.34924,-134.28178,16.97225,5.80321,-4.10362,-6.65909,2.59469,-4.17518,8.2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2025-06-11,18:52:32,3,4,"Bates, Zach",,Undefined,BRE_WHI1,"Killelea, Jack",1000092026,Right,MAR_VIN,Undefined,3,Bottom,0,1,2,ChangeUp,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.19323,-0.708795,5.00875,2054.388779,104.665614,9:30,5.12291,-3.53508,6.43643,-28.24706,7.43756,-23.63273,2.11507,-0.88962,79.8347,-6.027935,0.740344,0.429944,,,,,,,,,,,,13.85225,4.47252,3.18805,50,5.05974,-10.26192,-127.71962,-2.44792,22.64837,28.80179,-24.86148,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,c2be2820-4716-11f0-9b77-4d3a2eb8c965,87.66825,,,8.35854,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:52:32,2025-06-11T18:52:32.3240000-04:00,2025-06-11T22:52:32.3240000Z,,v3,,6096,,"Dimartini, Michael",,Undefined,BRE_WHI1,ca71c102-4686-4f98-a4a9-b9d7b7ee7407,54.06501,-128.63304,14.4009,5.12487,-1.65946,-12.43074,3.5249,-10.98019,11.32418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.88616,,,,,,,5.52121,6.87322,-4.56358,,,,5.53807,53.87842,-3.7352,6.88706,6.99554,-13.97362,-4.56042,34.01726,-0.57638,High,High,High,,,High,High,Medium
74,2025-06-11,18:55:06,4,1,"Bates, Zach",,Undefined,BRE_WHI1,"Lybrook, William",831901,Right,MAR_VIN,Undefined,3,Bottom,1,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,,75.26454,-0.322545,-0.505749,2134.181656,90.544095,9:00,6.15719,0.70624,5.60815,-48.61944,1.82638,-5.94882,1.80447,-0.26161,68.57508,-9.239168,-1.57018,0.511192,40.08918,-67.467078,-65.820162,,,,,2.38574,2.05641,-10.784629,0.036549,2.86146,1.52638,-0.65901,50,6.09828,1.18315,-109.18544,-2.13313,3.40526,21.7694,-30.3576,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,1e7688b0-4717-11f0-9b77-4d3a2eb8c965,73.73442,2.00298,,6.68945,,,,2.00322,2.00298,0.31169,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:55:06,2025-06-11T18:55:06.1710000-04:00,2025-06-11T22:55:06.1710000Z,GroundBall,v3,,6096,,"Dimartini, Michael",,Undefined,BRE_WHI1,6d7e8131-8653-4f15-a3d2-97bba25e6326,54.89172,-110.15643,10.8847,6.16323,-0.77907,-15.1788,-0.7084,1.03126,1.70263,,2.00272,9.31317,,,,,,,,2.00589,-54.80315,,,,,,,,0.31279,-20.74225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
75,2025-06-11,18:55:30,1,1,"Abler, Andrew",831906,Right,MAR_VIN,"Dimartini, Michael",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,0,Slider,Curveball,InPlay,Undefined,GroundBall,Error,0,0,,76.25568,0.938054,-0.495651,2228.024534,60.442052,8:00,6.31086,0.49346,5.55792,-53.27184,-3.84937,-9.91627,2.74812,-0.79602,69.13446,-8.819841,-2.267565,0.50598,72.34966,-29.306653,-16.468667,,,,,6.82413,6.61162,-5.112732,0.054032,4.8639,-1.77638,-0.44385,50,6.3568,1.33102,-110.58912,0.08323,5.9126,23.1088,-34.33341,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,2c84dc90-4717-11f0-9b77-4d3a2eb8c965,74.4939,2.81714,,7.12122,,,,1.98415,2.81714,0.81463,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:55:30,2025-06-11T18:55:29.7560000-04:00,2025-06-11T22:55:29.7560000Z,GroundBall,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,253f5dd6-34d0-4e7f-b24f-19100bf76fe9,54.94286,-111.6172,11.5544,6.31912,1.61069,-17.1667,-0.49721,1.06798,2.9563,180,1.98121,89.0739,,,,,,,,2.81886,-52.13853,,,,,,,,0.8155,-26.33191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
76,2025-06-11,18:56:11,2,1,"Abler, Andrew",831906,Right,MAR_VIN,"Wentz, Dalton",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.53215,-2.327309,-0.213869,2211.002365,194.80721,12:30,6.32462,0.66579,5.95745,-17.6606,20.96611,5.1713,2.69342,0.8984,77.25267,-5.721322,0.715605,0.447317,,,,,,,,,,,,-2.69378,11.8643,-0.65154,50,6.12974,0.24713,-123.97441,-5.49363,-4.1357,27.91445,-13.95902,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,451b43c0-4717-11f0-9b77-4d3a2eb8c965,84.26339,,,8.27948,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:56:11,2025-06-11T18:56:11.2070000-04:00,2025-06-11T22:56:11.2070000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,2cac7fc5-f64e-45e6-ae57-b5d4c23e2ad6,54.53843,-124.99212,13.95722,6.32075,-4.98471,-6.97951,-0.6633,0.39791,-2.06785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2025-06-11,18:56:46,2,2,"Abler, Andrew",831906,Right,MAR_VIN,"Wentz, Dalton",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.36722,1.196463,1.072331,2075.308263,64.094895,8:15,6.22365,0.62137,5.33715,-54.62219,-2.79957,-9.24938,2.79468,0.85676,68.1146,-8.746676,-0.573368,0.518121,,,,,,,,,,,,4.92937,-1.19732,-0.71138,50,6.29264,-1.66573,-107.90463,0.45736,5.77962,19.74664,-33.5779,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,59c332b0-4717-11f0-9b77-4d3a2eb8c965,72.74836,,,6.25261,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:56:46,2025-06-11T18:56:45.7600000-04:00,2025-06-11T22:56:45.7600000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,70be0626-5a86-46e2-9b65-1c0ef48dece4,55.16378,-108.8455,9.87332,6.23273,2.05725,-16.78895,-0.62545,-1.94112,2.88981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,2025-06-11,18:57:21,2,3,"Abler, Andrew",831906,Right,MAR_VIN,"Wentz, Dalton",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.8505,0.00366,-1.57313,1651.926371,248.003148,2:15,5.9697,1.15541,5.73917,-35.86435,10.08296,20.7769,2.98442,1.42158,71.11645,-6.680963,2.147058,0.487867,60.755,28.118078,-144.409409,3131.292645,,,,118.3931,40.24508,-149.693963,1.885866,-11.08174,5.61555,-1.03735,50,5.94835,2.33587,-114.32438,-1.09111,-14.39619,24.7012,-24.87895,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,6f20b600-4717-11f0-9b77-4d3a2eb8c965,77.25966,20.28722,,7.73406,,,,0.74572,2.82024,-1.3939,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:57:21,2025-06-11T18:57:21.4740000-04:00,2025-06-11T22:57:21.4740000Z,LineDrive,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,298ffc2d-92d2-4009-93df-32cdcc3a6c54,54.75986,-115.34822,12.3506,5.9722,-0.0599,-12.43948,-1.14654,2.93258,-7.1981,,0.74572,-63.90963,4.40949,0.45366,-0.17367,0.05218,-0.00374,-0.00064,0.0001,2.82024,41.99528,-27.75734,3.50144,-0.74443,0.13838,-0.0183,0.00206,-0.00012,-1.3939,-45.73886,10.16987,-1.75495,0.35771,-0.05226,0.00619,-0.00052,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
79,2025-06-11,18:57:45,2,4,"Abler, Andrew",831906,Right,MAR_VIN,"Wentz, Dalton",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.27072,-1.796654,-1.425692,2324.138683,160.139722,11:15,6.29143,0.80604,5.46769,-39.11998,5.18638,-1.34559,1.34885,-0.64069,73.60512,-8.942426,-1.66572,0.479076,74.7337,-10.695328,89.611987,,,,,9.03065,3.84004,71.388416,0.074738,0.26409,3.53721,-0.67962,50,6.10645,2.95026,-116.43025,-4.95981,0.36035,23.08097,-27.34762,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,7d2a27e0-4717-11f0-9b77-4d3a2eb8c965,78.67738,1.52302,,6.66559,,,,2.82753,1.52302,0.49464,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:57:45,2025-06-11T18:57:45.0670000-04:00,2025-06-11T22:57:45.0670000Z,GroundBall,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,dfaba257-502d-4dec-a29f-2ffa8f3ddf39,55.03341,-117.42383,11.54049,6.29462,-3.78256,-13.67381,-0.80629,2.93475,0.18018,,2.82752,0.73067,,,,,,,,1.52344,-20.37792,,,,,,,,0.49236,107.89286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
80,2025-06-11,18:58:08,2,5,"Abler, Andrew",831906,Right,MAR_VIN,"Wentz, Dalton",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,74.84836,0.716099,1.229347,2321.875321,51.546959,7:45,6.3656,0.49467,5.07817,-65.44035,-12.37776,-18.29556,1.58751,0.12914,67.17118,-11.130414,-2.01871,0.524283,,,,,,,,,,,,9.56615,-5.84433,-0.59593,50,6.38181,-1.59977,-108.3147,-0.91272,10.96893,25.04831,-38.87539,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,8ac54790-4717-11f0-9b77-4d3a2eb8c965,71.89333,,,7.67718,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:58:08,2025-06-11T18:58:07.8730000-04:00,2025-06-11T22:58:07.8730000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,65a4b880-ef08-45a8-ae33-f7ee4b5e55cd,55.42326,-109.56168,12.52416,6.37908,1.02261,-19.4377,-0.5027,-2.14583,5.48447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2025-06-11,18:58:39,3,1,"Abler, Andrew",831906,Right,MAR_VIN,"Paulson, Erik",,Undefined,BRE_WHI1,Undefined,4,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,StolenBase,0,0,,85.58168,-0.703934,-1.155913,2086.426584,185.617625,12:15,6.36775,0.74744,5.85504,-16.49139,22.23541,2.04933,4.33924,-0.15595,77.06445,-3.89959,-0.788533,0.447896,,,,,,,,,,,,-1.40784,11.95024,-0.65471,50,6.30101,2.41716,-124.0808,-1.93753,-2.16316,28.17074,-13.81238,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,9d38f160-4717-11f0-9b77-4d3a2eb8c965,84.15443,,,8.51723,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:58:39,2025-06-11T18:58:39.0260000-04:00,2025-06-11T22:58:39.0260000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,b5bfca7d-277e-4ba1-8c16-71d25e8ac1a0,54.64081,-125.12999,14.08537,6.36359,-1.4231,-6.90619,-0.74623,2.49772,-1.08158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.84579,1.926002,0.680909,1.245093,-1.4274,4.14008,0.19461,-1.08785,5.53275,-0.18094,127.29127,4.67992,2.48878,-0.9611,114.91099,-9.64654,5.53452,13.02909,-11.0195,-0.25397,-2.82172,4.08337,High,High,High,,,High,High,High
82,2025-06-11,18:59:11,3,2,"Abler, Andrew",831906,Right,MAR_VIN,"Paulson, Erik",,Undefined,BRE_WHI1,Undefined,4,Top,2,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.87113,0.542198,-2.334502,1579.534535,234.955406,1:45,5.94849,0.90784,5.82747,-30.91057,15.10599,19.02155,3.87709,0.32153,70.60674,-5.294517,1.072921,0.488235,,,,,,,,,,,,-10.37457,8.0215,-0.72774,50,5.975,3.90066,-114.21169,0.19251,-13.40428,25.31713,-21.81004,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,b0723520-4717-11f0-9b77-4d3a2eb8c965,77.20151,,,8.26439,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:59:11,2025-06-11T18:59:11.2530000-04:00,2025-06-11T22:59:11.2530000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,9076ceb9-5ceb-42be-9692-d961d3c89f76,54.66793,-115.24178,12.65856,5.94912,1.0799,-10.90502,-0.89755,4.44604,-6.70214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2025-06-11,18:59:26,3,3,"Abler, Andrew",831906,Right,MAR_VIN,"Paulson, Erik",,Undefined,BRE_WHI1,Undefined,4,Top,2,1,1,Slider,Curveball,InPlay,Undefined,Popup,Out,1,0,,76.09801,0.769467,-1.005638,2037.132787,103.154887,9:30,6.23009,0.56917,5.34989,-46.7851,3.0813,-5.67311,3.05323,-0.84695,69.05859,-7.805028,-2.014368,0.508248,64.09623,42.677046,16.221337,3112.18271,105.26732,66.55318,31.91796,209.1446,206.70156,16.109409,4.351349,2.52906,1.80075,-0.47439,50,6.26615,2.1558,-110.30929,-0.04525,3.07281,22.17185,-29.98615,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,b9401550-4717-11f0-9b77-4d3a2eb8c965,74.16156,66.6665,,7.03941,,,,0.90134,3.10643,1.08157,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,22:59:26,2025-06-11T18:59:25.8110000-04:00,2025-06-11T22:59:25.8110000Z,Popup,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,cffb7960-145b-4c0c-bd2f-66a81aa128fc,55.14926,-111.33947,11.08593,6.23588,1.34801,-14.99308,-0.57124,2.01302,1.5364,,0.90226,66.33089,-10.47747,2.15357,0.04929,-0.25379,0.09159,-0.0141,0.00082,3.10441,63.77695,-17.71418,1.48018,-0.6646,0.27033,-0.05999,0.0065,-0.00028,1.08192,19.29634,-2.44247,0.24842,0.08236,-0.06543,0.0204,-0.00305,0.00018,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
84,2025-06-11,19:00:08,4,1,"Abler, Andrew",831906,Right,MAR_VIN,"Tinney, Carson",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.17126,2.972966,1.408498,2130.715746,41.308808,7:30,6.22303,0.27428,5.22912,-67.14055,-13.92879,-13.98083,3.42618,0.43358,66.87419,-9.223679,-1.07327,0.525019,,,,,,,,,,,,7.36807,-7.20989,-0.39348,50,6.44772,-2.08275,-107.35728,3.26457,8.411,22.37811,-40.40445,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,d25c9c70-4717-11f0-9b77-4d3a2eb8c965,71.79249,,,7.29707,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,23:00:08,2025-06-11T19:00:08.1110000-04:00,2025-06-11T23:00:08.1110000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,44af8e23-6fd0-4ea5-b8c2-2a0eb673ec97,55.27286,-108.45081,11.18906,6.23995,5.23898,-20.20223,-0.28166,-2.49376,4.2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2025-06-11,19:00:23,4,2,"Abler, Andrew",831906,Right,MAR_VIN,"Tinney, Carson",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.12905,1.453873,0.295665,1915.290027,97.902795,9:15,6.22747,0.346,5.44024,-47.19526,3.3648,-12.38509,3.65625,-0.40923,68.64599,-7.199461,-1.909928,0.51177,,,,,,,,,,,,6.27181,1.81323,-0.36354,50,6.32388,-0.08591,-109.00629,1.25084,7.51108,19.99728,-30.00255,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,db2cc690-4717-11f0-9b77-4d3a2eb8c965,73.65108,,,6.48306,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,23:00:23,2025-06-11T19:00:22.9170000-04:00,2025-06-11T23:00:22.9170000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,d20e599b-fe3e-440c-b2c0-57384e5ea891,55.05909,-109.93047,9.99864,6.23403,2.63741,-15.00128,-0.35155,-0.43303,3.75554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2025-06-11,19:00:41,4,3,"Abler, Andrew",831906,Right,MAR_VIN,"Tinney, Carson",,Undefined,BRE_WHI1,Undefined,4,Top,0,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.72863,0.250151,-1.405233,2186.16655,42.94136,7:30,6.32146,0.47118,5.43647,-52.492,-4.68918,-5.95796,2.18146,-1.34153,70.56108,-9.322912,-2.46749,0.49762,,,,,,,,,,,,2.5261,-1.91358,-0.34254,50,6.30759,2.99943,-112.67109,-1.29039,3.18914,23.88899,-34.58987,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,e5c41c20-4717-11f0-9b77-4d3a2eb8c965,75.74537,,,7.16755,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,23:00:41,2025-06-11T19:00:40.6880000-04:00,2025-06-11T23:00:40.6880000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,f6ac0a4d-32f4-4601-a052-44e25c5bd480,55.0633,-113.73956,11.9445,6.33071,0.2567,-17.29494,-0.47351,2.85679,1.59457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2025-06-11,19:00:59,4,4,"Abler, Andrew",831906,Right,MAR_VIN,"Tinney, Carson",,Undefined,BRE_WHI1,Undefined,4,Top,0,1,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,1,0,,75.14781,-0.016605,1.538108,2376.88204,35.367702,7:15,6.34917,0.44672,5.18946,-70.48287,-17.99277,-14.27977,0.45997,0.7041,67.68217,-12.73357,-1.007902,0.521447,,,,,,,,,,,,7.79941,-8.57248,-0.57798,50,6.29354,-2.37313,-108.79337,-2.44473,9.00018,25.68952,-42.06633,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,f1045be0-4717-11f0-9b77-4d3a2eb8c965,72.28433,,,7.46564,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,23:00:59,2025-06-11T19:00:59.3630000-04:00,2025-06-11T23:00:59.3630000Z,,v3,,6096,,"Killelea, Jack",1000092026,Right,MAR_VIN,c331bb1b-e821-4dc1-9f5d-068f3814bafa,55.31403,-110.04102,12.84476,6.36266,-0.40171,-21.03317,-0.45211,-2.81024,4.50009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2025-06-11,19:04:21,1,1,"Bauer, Douglas",,Undefined,BRE_WHI1,"Lybrook, William",831901,Right,MAR_VIN,Undefined,4,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.47855,-4.283713,-4.429788,2209.503872,226.948459,1:30,6.27545,1.83194,5.83959,-16.08643,18.06918,17.9943,0.93414,-0.79392,82.68638,-7.353488,-1.214607,0.420632,,,,,,,,,,,,-10.61902,10.94961,-1.48117,50,5.91549,9.44784,-132.0369,-10.39329,-18.51979,31.28311,-13.07767,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,68e23dd0-4718-11f0-9b77-4d3a2eb8c965,89.60906,,,8.79217,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,23:04:21,2025-06-11T19:04:20.5950000-04:00,2025-06-11T23:04:20.5950000Z,,v3,,6096,,"Dimartini, Michael",,Undefined,BRE_WHI1,203e0ef7-3947-4621-82af-d15008a94db0,54.66091,-133.13662,15.64156,6.27277,-9.93356,-6.53884,-1.82474,10.09887,-9.2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,2025-06-11,19:04:36,1,2,"Bauer, Douglas",,Undefined,BRE_WHI1,"Lybrook, William",831901,Right,MAR_VIN,Undefined,4,Bottom,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.22126,-2.21241,-3.84768,1264.558423,232.950988,1:45,6.24362,1.7109,5.57899,-29.08549,11.97961,14.07812,1.7478,-0.71497,76.17501,-7.586003,-1.340474,0.46122,,,,,,,,,,,,-8.23386,7.09004,-1.38892,50,6.03384,7.53324,-120.5039,-5.61694,-12.08878,23.75136,-21.76463,MAR_VIN,BRE_WHI1,SharkTank,NECBL,NECL,20250611-SharkTank-1,71e33bf0-4718-11f0-9b77-4d3a2eb8c965,81.7234,,,7.04625,,,,,,,f81363b8-1402-4865-8fc6-3423eec7ea98,2025-06-11,23:04:36,2025-06-11T19:04:35.6790000-04:00,2025-06-11T23:04:35.6790000Z,,v3,,6096,,"Dimartini, Michael",,Undefined,BRE_WHI1,1621bd00-55d5-4360-b8a3-d08cc29ed986,54.92173,-121.47011,11.87568,6.24433,-4.73156,-10.88232,-1.70537,8.025,-6.04439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
